catalog_number,copy_number,gri_has_copy,price_recorded,owner_code,owner_location
Br-A392,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A392,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A393,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A393,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A401,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A426,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A398,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A400,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A949,,Yes,,BMML,"British Museum, Medals Room, London, England"
Br-A949,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A402,,,,BMPL,"British Museum, Print Room, London, England"
Br-A402,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-A402,,Yes,,BML,"British Library, London, England"
Br-A402,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A404,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A404,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A405,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A405,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A406,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A406,,Yes,,BLO,"Bodleian Library, Oxford, England"
Br-A406,,Yes,*,BMPL,"British Museum, Print Room, London, England"
Br-A406,,,,KKB,"Kupferstichkabinett, Berlin, Germany"
Br-A407,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-A407,,,,RL,"W. Roberts, London, England"
Br-A407,,Yes,,???,Location unknown
Br-A408,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A408,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A409,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A409,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-A409,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A411,,,,BML,"British Library, London, England"
Br-A411,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-A411,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A412,,Yes,*,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A412,I,Yes,,BML,"British Library, London, England"
Br-A412,II,,,BML,"British Library, London, England"
Br-A412,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A412,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A421,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A422,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A415,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A415,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A416,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-A416,,,,RL,"W. Roberts, London, England"
Br-A417,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A418,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A418,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A418,,,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-A418,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A419,,Yes,*,BLO,"Bodleian Library, Oxford, England"
Br-A423,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A423,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A432,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A425,,Yes,,BML,"British Library, London, England"
Br-A425,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-A425,,,,RL,"W. Roberts, London, England"
Br-A425,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A427,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A427,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-A428,,Yes,,BLO,"Bodleian Library, Oxford, England"
Br-A428,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A429,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A430,,Yes,,BMML,"British Museum, Medals Room, London, England"
Br-A431,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A434,,Yes,,NGW,"National Gallery, Washington, DC, USA"
Br-A436,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A437,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A445,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A445,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A443,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A439,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A439,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A439,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A440,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A440,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A441,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A442,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A442,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A442,,,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A444,,Yes,,???,Location unknown
Br-A444,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A444,,,,CIL,"Courtauld Institute, London, England"
Br-A446,,Yes,,NGW,"National Gallery, Washington, DC, USA"
Br-A447,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A414,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-13731a,,No,,CLEx,"Exeter Central Library, Exeter, England"
Br-A1,,,,WSHC,"Wiltshire and Swindon Archives, Chippenham, Wiltshire, England"
Br-A1,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A1,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A1,I,Yes,,BML,"British Library, London, England"
Br-A1,II,No,,BML,"British Library, London, England"
Br-A3,,Yes,,BML,"British Library, London, England"
Br-A3,,,,AMO,"Ashmolean Museum, Oxford, England"
Br-A921-A,,Yes,*,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-A921-A,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-A4,,Yes,,BML,"British Library, London, England"
Br-A4,,,,AMO,"Ashmolean Museum, Oxford, England"
Br-A5,,Yes,,BML,"British Library, London, England"
Br-A5,,,,PHG,"Pollok House, Glasgow, Scotland"
Br-A6,,Yes,,BML,"British Library, London, England"
Br-A7,,Yes,,BML,"British Library, London, England"
Br-A8,,Yes,,BML,"British Library, London, England"
Br-A9,,Yes,,BML,"British Library, London, England"
Br-A10,,Yes,,BML,"British Library, London, England"
Br-A11,,Yes,,BML,"British Library, London, England"
Br-A12,,Yes,,BML,"British Library, London, England"
Br-A13,,Yes,,BML,"British Library, London, England"
Br-A14,,Yes,,BML,"British Library, London, England"
Br-A15,,Yes,,BML,"British Library, London, England"
Br-A16,,Yes,,BML,"British Library, London, England"
Br-A17,,Yes,,BML,"British Library, London, England"
Br-A18,,Yes,,BML,"British Library, London, England"
Br-A19,,Yes,,BML,"British Library, London, England"
Br-A20,,Yes,,BML,"British Library, London, England"
Br-A21,,Yes,,BML,"British Library, London, England"
Br-A22,,Yes,,BML,"British Library, London, England"
Br-A924,,Yes,,BML,"British Library, London, England"
Br-A24,,Yes,,BML,"British Library, London, England"
Br-A26,,Yes,,BML,"British Library, London, England"
Br-A27,,Yes,,BML,"British Library, London, England"
Br-A28,,Yes,,BML,"British Library, London, England"
Br-A29,,Yes,,BML,"British Library, London, England"
Br-A30,,Yes,,BML,"British Library, London, England"
Br-A31,,Yes,,BML,"British Library, London, England"
Br-A32,,Yes,,BML,"British Library, London, England"
Br-A33,,Yes,,BML,"British Library, London, England"
Br-A34,,Yes,,BML,"British Library, London, England"
Br-A35,,Yes,,BML,"British Library, London, England"
Br-A36,,Yes,,BML,"British Library, London, England"
Br-A37,,Yes,,BML,"British Library, London, England"
Br-A38,,Yes,,BML,"British Library, London, England"
Br-A39,,Yes,,BML,"British Library, London, England"
Br-A40,,Yes,,BML,"British Library, London, England"
Br-A42,,Yes,,BML,"British Library, London, England"
Br-A44,,Yes,,BML,"British Library, London, England"
Br-A43,,Yes,,BML,"British Library, London, England"
Br-A45,,Yes,,BML,"British Library, London, England"
Br-A46,,Yes,,BML,"British Library, London, England"
Br-A47,,Yes,,BML,"British Library, London, England"
Br-A48,,Yes,,BML,"British Library, London, England"
Br-A49,,Yes,,BML,"British Library, London, England"
Br-A50,,Yes,,BML,"British Library, London, England"
Br-A51,,Yes,,BML,"British Library, London, England"
Br-A52,,Yes,,BML,"British Library, London, England"
Br-A53,,Yes,,BML,"British Library, London, England"
Br-A54,,Yes,,BML,"British Library, London, England"
Br-A55,,Yes,,BML,"British Library, London, England"
Br-A56,,Yes,,BML,"British Library, London, England"
Br-A57,,Yes,,BML,"British Library, London, England"
Br-A58,,Yes,,BML,"British Library, London, England"
Br-A59,,Yes,,BML,"British Library, London, England"
Br-A60,,Yes,,BML,"British Library, London, England"
Br-A61,,Yes,,BML,"British Library, London, England"
Br-A62,,Yes,,BML,"British Library, London, England"
Br-A63,,Yes,,BML,"British Library, London, England"
Br-A64,,Yes,,BML,"British Library, London, England"
Br-A65,,Yes,,BML,"British Library, London, England"
Br-A66,,Yes,,BML,"British Library, London, England"
Br-A67,,Yes,,BML,"British Library, London, England"
Br-A68,,Yes,,BML,"British Library, London, England"
Br-A69,,Yes,,BML,"British Library, London, England"
Br-A233,,Yes,,BML,"British Library, London, England"
Br-A340,,Yes,,BML,"British Library, London, England"
Br-A70,,Yes,,BML,"British Library, London, England"
Br-A71,,Yes,,BML,"British Library, London, England"
Br-A72,,Yes,,BML,"British Library, London, England"
Br-A75,,Yes,,BML,"British Library, London, England"
Br-A76,,Yes,,BML,"British Library, London, England"
Br-A237,,No,,SRP,"Seymour de Ricci, Paris, France"
Br-A237,,Yes,,BML,"British Library, London, England"
Br-A77,,Yes,,BML,"British Library, London, England"
Br-A78,,Yes,,BML,"British Library, London, England"
Br-A312,,,*,NLE,"National Library of Scotland, Edinburgh, Scotland"
Br-A41,,Yes,,YBNH,"Yale University (Beinecke Library), New Haven, CT, USA"
Br-A79,,Yes,,BML,"British Library, London, England"
Br-A80,,Yes,,BML,"British Library, London, England"
Br-A84,,Yes,,BML,"British Library, London, England"
Br-A85,,Yes,,BML,"British Library, London, England"
Br-A86,,Yes,,BML,"British Library, London, England"
Br-A88,,Yes,,BML,"British Library, London, England"
Br-A89,,Yes,,BML,"British Library, London, England"
Br-A90,,Yes,,BML,"British Library, London, England"
Br-A92,,Yes,,BML,"British Library, London, England"
Br-A93,,Yes,,BML,"British Library, London, England"
Br-A94,,Yes,,BML,"British Library, London, England"
Br-A96,,Yes,,BML,"British Library, London, England"
Br-A97,,Yes,,BML,"British Library, London, England"
Br-A98,,Yes,,BML,"British Library, London, England"
Br-A99,,Yes,,BML,"British Library, London, England"
Br-A100,,Yes,,BML,"British Library, London, England"
Br-A101,,Yes,,BML,"British Library, London, England"
Br-A102,,Yes,,BML,"British Library, London, England"
Br-A103,,Yes,,BML,"British Library, London, England"
Br-A104,,Yes,,BML,"British Library, London, England"
Br-A105,,Yes,,BML,"British Library, London, England"
Br-A106,,Yes,,BML,"British Library, London, England"
Br-A107,,Yes,,BML,"British Library, London, England"
Br-A108,,Yes,,BML,"British Library, London, England"
Br-A109,,Yes,,BML,"British Library, London, England"
Br-A110,,Yes,,BML,"British Library, London, England"
Br-A111,,Yes,,BML,"British Library, London, England"
Br-A112,,Yes,,BML,"British Library, London, England"
Br-A113,,Yes,,BML,"British Library, London, England"
Br-A114,,Yes,,BML,"British Library, London, England"
Br-A115,,Yes,,BML,"British Library, London, England"
Br-A116,,Yes,,BML,"British Library, London, England"
Br-A117,,Yes,,BML,"British Library, London, England"
Br-A118,,Yes,,BML,"British Library, London, England"
Br-A119,,Yes,,BML,"British Library, London, England"
Br-A120,,Yes,,BML,"British Library, London, England"
Br-A121,,Yes,,BML,"British Library, London, England"
Br-A122,,Yes,,BML,"British Library, London, England"
Br-A123,,Yes,,BML,"British Library, London, England"
Br-A124,,Yes,,BML,"British Library, London, England"
Br-A125,,Yes,,BML,"British Library, London, England"
Br-A126,,Yes,,BML,"British Library, London, England"
Br-A127,,Yes,,BML,"British Library, London, England"
Br-A880,,Yes,,BLO,"Bodleian Library, Oxford, England"
Br-A948,,Yes,,BML,"British Library, London, England"
Br-A142,,Yes,,BML,"British Library, London, England"
Br-A143,,Yes,,BML,"British Library, London, England"
Br-A151,,Yes,,SROE,"Scottish Records Office, Edinburgh, Scotland"
Br-A978,,Yes,,BML,"British Library, London, England"
Br-A978,,No,,BMML,"British Museum, Medals Room, London, England"
Br-A986,,Yes,,BML,"British Library, London, England"
Br-A986,,,,BMB,"Museumsbibliothek der Staatlichen Museen, Berlin, Germany (after 1945, MBB)"
Br-A986,,,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-A986,,No,,CL,"Christie, Manson & Woods, London, England"
Br-A284,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A180,,Yes,,BML,"British Library, London, England"
Br-A145,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A145,,,,BML,"British Library, London, England"
Br-A226,,Yes,,ULC,"Cambridge University Library, Cambridge, England"
Br-A362,,Yes,,BLO,"Bodleian Library, Oxford, England"
Br-13613-A,,Yes,,CSML,"Charles Sebag-Montefiore, London, England"
Br-13606-A,,Yes,,CSML,"Charles Sebag-Montefiore, London, England"
Br-A932,,Yes,*,KCL,"King's College Library, University of London, London, England"
Br-A974,,Yes,*,KCL,"King's College Library, University of London, London, England"
Br-A383,,Yes,,BML,"British Library, London, England"
Br-A397,,Yes,,BML,"British Library, London, England"
Br-A148,,Yes,,BML,"British Library, London, England"
Br-A150,,Yes,,BML,"British Library, London, England"
Br-A152,,Yes,,BML,"British Library, London, England"
Br-A154,,Yes,,BML,"British Library, London, England"
Br-A23,,Yes,,BML,"British Library, London, England"
Br-15049,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15049,,,,CIL,"Courtauld Institute, London, England"
Br-15049,,,,NGL,"National Gallery, London, England"
Br-15049,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-15049,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-15049,,,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-15050,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15050,,,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-15050,,,,NGL,"National Gallery, London, England"
Br-15050,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-15050,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-15050,,,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-15051,,Yes,,WCL,"Wallace Collection, London, England"
Br-15051,,,,SIF,"Stdelsches Kunstinstitut und Stdtische Galerie, Frankfurt, Germany"
Br-15051,,,,NP,"Marcel Nicolle, Paris, France"
Br-15051,,,,CIL,"Courtauld Institute, London, England"
Br-15051,,,,SCNP,"E.G. Spencer Churchill, Northwick Park, England"
Br-15051,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-15051,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-15051,,No,,HP,"Franois Heim, Paris, France"
Br-15052,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15052,,,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-15052,,,,CIL,"Courtauld Institute, London, England"
Br-15052,,,,NGL,"National Gallery, London, England"
Br-15052,,,,SCNP,"E.G. Spencer Churchill, Northwick Park, England"
Br-15052,,,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-15052,,,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-15052,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-15053,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15053,,,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-15054,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15054,,,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-15055,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15055,,,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-15056,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15056,,,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-15057,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15057,,,,BML,"British Library, London, England"
Br-15057,,,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-15058,,,,BML,"British Library, London, England"
Br-15059,,,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-15060,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15061,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15061,,,,NGL,"National Gallery, London, England"
Br-15062,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-15063,,,,BML,"British Library, London, England"
Br-15065,,Yes,,BML,"British Library, London, England"
Br-15064,,Yes,,WE,"Sir Ellis Waterhouse, Edinburgh, England (formerly; later Birmingham)"
Br-A448,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A449,,,,FL,"A.J. Finberg, London, England"
Br-A449,,Yes,,BML,"British Library, London, England"
Br-A450,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A452,,Yes,*,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A452,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A453,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A454,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A454,,Yes,,????,
Br-A454,,Yes,,NGL,"National Gallery, London, England"
Br-A454,,No,,WC,"Windsor Castle, Windsor, England"
Br-A455,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A455,,,,FL,"A.J. Finberg, London, England"
Br-A456,,No,,KKB,"Kupferstichkabinett, Berlin, Germany"
Br-A458,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A458,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A459,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A460,,Yes,,BMML,"British Museum, Medals Room, London, England"
Br-A461,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A462,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A463,,Yes,,BMML,"British Museum, Medals Room, London, England"
Br-A463,,,,BMB,"Museumsbibliothek der Staatlichen Museen, Berlin, Germany (after 1945, MBB)"
Br-A464,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A465,,Yes,*,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A465,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A466,,Yes,*,BML,"British Library, London, England"
Br-A467,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A468,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A469,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A470,,,*,BMML,"British Museum, Medals Room, London, England"
Br-A470,,Yes,*,BLO,"Bodleian Library, Oxford, England"
Br-A471,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A471,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A477,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A475,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A472,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A472,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A473,,Yes,*,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A473,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A474,,Yes,*,BLO,"Bodleian Library, Oxford, England"
Br-A476,,,,PKA,"Rijksprentenkabinet, Rijksmuseum, Amsterdam, Netherlands (now RMA)"
Br-A476,,,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-A476,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A476,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A476,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A478,I,No,,BML,"British Library, London, England"
Br-A478,II,Yes,*,BML,"British Library, London, England"
Br-A478,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A479,I,No,,BML,"British Library, London, England"
Br-A479,II,Yes,,BML,"British Library, London, England"
Br-A479,III,Yes,,BML,"British Library, London, England"
Br-A479,IV,,,BML,"British Library, London, England"
Br-A479,,,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A479,,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-A479,,Yes,,RMA,"Rijksmuseum, Amsterdam, Netherlands"
Br-A479,,,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-A479,,Yes,,OGA,"Koninklijk Oudheidkundig Genootschap, Amsterdam, Netherlands (deposited at RMA)"
Br-A479,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-A479,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A479,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A479,,Yes,,???,Location unknown
Br-A480,,No,,BMB,"Museumsbibliothek der Staatlichen Museen, Berlin, Germany (after 1945, MBB)"
Br-A480,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A481,,,,BML,"British Library, London, England"
Br-A481,,Yes,*,BLO,"Bodleian Library, Oxford, England"
Br-A483,,Yes,,BML,"British Library, London, England"
Br-A484,,,,???,Location unknown
Br-A485,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A495,,Yes,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A486,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A482,,Yes,,BML,"British Library, London, England"
Br-A487,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A488,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A489,,Yes,,BML,"British Library, London, England"
Br-A489,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A490,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A490,,,,BMPL,"British Museum, Print Room, London, England"
Br-A490,I,Yes,,BML,"British Library, London, England"
Br-A490,II,,,BML,"British Library, London, England"
Br-A490,III,,,BML,"British Library, London, England"
Br-A490,,Yes,*,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-A490,,,,KKB,"Kupferstichkabinett, Berlin, Germany"
Br-A490,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A490,,,,PGE,"Scottish National Portrait Gallery, Edinburgh, Scotland"
Br-A490,,,,WC,"Windsor Castle, Windsor, England"
Br-A491,,Yes,*,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-A491,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A492,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A493,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A493,,,,BML,"British Library, London, England"
Br-A493,,,,KKB,"Kupferstichkabinett, Berlin, Germany"
Br-A493,I,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-A493,II,,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-A493,,,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-A493,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A493,,,,SBB,"Staatsbibliothek, Berlin, Germany"
Br-A494,,Yes,*,BML,"British Library, London, England"
Br-A494,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A496,,Yes,,BMML,"British Museum, Medals Room, London, England"
Br-A496,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A497,,Yes,,BML,"British Library, London, England"
Br-A498,,Yes,,BML,"British Library, London, England"
Br-A498,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A499,,Yes,*,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-A499,,,,FL,"A.J. Finberg, London, England"
Br-A499,,,,BML,"British Library, London, England"
Br-A499,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A399,,Yes,,ULC,"Cambridge University Library, Cambridge, England"
Br-A500,,,,???,Location unknown
Br-A501,,Yes,*,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A501,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A502,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A503,,,,SRP,"Seymour de Ricci, Paris, France"
Br-A503,,,,BMB,"Museumsbibliothek der Staatlichen Museen, Berlin, Germany (after 1945, MBB)"
Br-A503,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A503,,,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A503,,Yes,*,HLC,"Houghton Library, Harvard University, Cambridge, MA, USA"
Br-A506,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A507,,,,BML,"British Library, London, England"
Br-A507,,Yes,,???,Location unknown
Br-A508,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A504,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A509,,Yes,,BMPL,"British Museum, Print Room, London, England"
Br-A510,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A511,,Yes,,CIL,"Courtauld Institute, London, England"
Br-A511,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A513,,Yes,,BML,"British Library, London, England"
Br-A514,,,,BML,"British Library, London, England"
Br-A514,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A514,,,,BMPL,"British Museum, Print Room, London, England"
Br-A514,,No,,ESP,"Ermitazh, Saint Peterburg, Russia"
Br-A515,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A516,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A517,,Yes,,KNNY,"Knoedler, New York, NY, USA"
Br-A517,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-A518,,Yes,*,BML,"British Library, London, England"
Br-A518,,Yes,,PKA,"Rijksprentenkabinet, Rijksmuseum, Amsterdam, Netherlands (now RMA)"
